neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
1,1,40.76639,-73.98163,1,225,30,0,0.0,12,343
0,6,40.69676,-73.93959,2,35,30,4,0.22,10,327
0,16,40.67245,-73.97341,1,92,60,1,0.11,1,1
0,15,40.66452,-73.9337,0,33,30,1,0.1,4,354
2,44,40.70117,-73.90666,2,33,30,1,0.05,4,7
0,21,40.69329,-73.91328,2,15,30,3,0.16,5,344
1,8,40.79638,-73.96332,1,125,30,1,0.09,16,284
1,1,40.76518,-73.98287,1,225,30,0,0.0,12,343
1,28,40.77383,-73.94903,1,150,60,5,0.31,13,155
1,28,40.77466,-73.94748,1,150,30,5,0.29,13,140
2,49,40.77216,-73.91252,0,138,30,0,0.0,5,234
0,6,40.67933,-73.94472,1,63,30,4,0.26,6,281
1,19,40.72486,-73.98241,1,140,30,4,0.22,1,190
1,43,40.70875,-74.00183,0,129,30,32,1.73,1,1
2,56,40.76743,-73.92336,1,71,98,0,0.0,1,1
1,1,40.74197,-73.98328,1,199,30,1,0.08,4,177
1,28,40.7771,-73.9502,1,245,31,4,0.29,33,342
1,28,40.78208,-73.959,1,500,19,0,0.0,1,1
1,28,40.77746,-73.95043,1,135,31,2,0.11,33,338
0,13,40.68522,-73.97115,0,57,28,2,0.11,2,77
1,11,40.74,-74.0079,1,80,60,1,0.05,1,1
1,30,40.84385,-73.94324,1,75,20,0,0.0,1,1
1,26,40.74404,-73.97887,1,100,30,6,0.45,2,271
0,12,40.70683,-73.94323,0,70,30,0,0.0,1,1
1,28,40.774,-73.94932,1,150,30,3,0.25,13,147
0,12,40.71638,-73.93988,1,325,30,0,0.0,1,179
0,82,40.57991,-73.95657,0,85,60,0,0.0,1,358
0,20,40.72288,-73.9514,1,125,21,24,1.3,1,264
2,44,40.70615,-73.90367,2,27,31,5,0.27,4,6
1,5,40.74979,-73.97551,1,111,30,1,0.32,50,317
1,7,40.76282,-73.99184,1,275,180,5,0.27,2,364
0,6,40.69512,-73.93705,2,32,30,2,0.15,1,1
0,21,40.69208,-73.90452,2,29,30,1,0.14,8,334
0,22,40.63547,-73.9632,1,64,30,2,0.15,1,268
1,43,40.70637,-74.00941,1,271,30,1,0.09,232,310
1,2,40.82032,-73.95465,2,37,20,0,0.0,1,1
0,3,40.68933,-73.96879,1,149,29,24,1.42,1,3
2,56,40.76581,-73.92518,2,40,30,2,0.11,1,1
0,3,40.68299,-73.96258,1,108,29,5,0.31,1,98
1,7,40.76075,-73.99837,1,1500,30,0,0.0,1,87
1,8,40.77213,-73.98665,1,10000,30,0,0.0,1,83
1,5,40.74934,-73.9781,1,150,30,2,0.87,91,251
1,19,40.7232,-73.98152,0,78,30,8,0.45,1,219
1,1,40.76151,-73.97635,1,220,30,2,0.17,4,280
1,23,40.72145,-73.99257,1,240,30,3,0.45,9,199
1,23,40.72268,-73.99205,1,250,30,3,0.37,9,264
1,23,40.7224,-73.99268,1,220,30,2,0.16,9,298
1,23,40.7215,-73.99183,1,170,30,0,0.0,9,200
1,23,40.72147,-73.99181,1,170,30,4,0.3,9,281
1,28,40.77708,-73.95113,1,235,31,5,0.4,33,327
0,6,40.68185,-73.92854,0,78,30,25,1.35,1,342
0,54,40.66313,-73.92684,0,32,30,0,0.0,2,322
0,6,40.68994,-73.93031,0,60,20,0,0.0,1,1
0,6,40.68124,-73.9456,1,60,30,4,0.28,6,299
0,54,40.65547,-73.92567,0,40,30,7,0.44,2,317
4,141,40.87396,-73.87785,0,26,30,24,1.39,1,303
3,93,40.6322,-74.07913,1,95,30,25,1.47,4,178
1,23,40.7211,-73.99321,1,180,30,2,0.16,9,151
0,6,40.6899,-73.93634,0,39,30,0,0.0,1,220
0,6,40.68503,-73.94093,1,70,28,4,0.3,1,216
0,15,40.67589,-73.94223,1,180,30,54,2.98,1,277
1,1,40.7504,-73.96934,1,170,30,1,0.08,7,364
1,19,40.72756,-73.98867,0,50,27,0,0.0,1,1
1,1,40.7601,-73.96356,1,100,30,1,0.06,1,177
1,28,40.77719,-73.9529,1,200,30,0,0.0,7,364
1,30,40.83267,-73.94156,0,75,30,0,0.0,1,90
1,8,40.76973,-73.9848,1,200,30,0,0.0,7,365
1,43,40.70853,-74.01436,1,225,30,1,0.07,7,364
1,1,40.75059,-73.97122,1,170,30,0,0.0,7,364
1,1,40.75129,-73.9698,1,170,30,0,0.0,7,364
0,36,40.68864,-73.99896,1,100,30,5,0.33,1,117
1,8,40.7734,-73.98684,0,120,60,0,0.0,1,365
2,37,40.77053,-73.80067,0,54,30,5,0.39,3,335
0,6,40.68094,-73.9462,1,58,30,4,0.26,6,220
1,28,40.77207,-73.95599,1,150,60,6,0.36,3,33
1,2,40.82389,-73.95014,0,48,30,5,0.32,3,332
1,1,40.75241,-73.98558,1,120,180,3,0.42,1,299
1,77,40.7118,-74.0083,1,150,30,1,0.09,1,328
1,2,40.81899,-73.94714,0,49,30,11,0.79,4,257
1,5,40.7504,-73.97759,1,200,30,3,0.28,4,311
0,117,40.62306,-73.96965,1,66,18,0,0.0,1,1
2,56,40.75639,-73.91619,0,50,25,5,0.33,3,155
1,8,40.80095,-73.96725,0,60,90,0,0.0,1,90
0,54,40.63767,-73.94011,1,80,90,23,1.38,1,156
0,24,40.65681,-73.95931,1,73,31,4,0.31,1,5
1,8,40.78694,-73.97218,1,100,31,1,0.09,3,161
1,26,40.74148,-73.98126,1,188,30,40,2.35,1,146
1,1,40.75946,-73.96498,1,189,30,3,0.21,5,108
1,7,40.76274,-73.99321,1,120,30,3,0.25,20,289
1,1,40.76551,-73.98315,1,189,29,3,0.27,1,358
0,6,40.6964,-73.94696,0,36,28,1,0.06,1,297
0,6,40.6865,-73.93199,0,25,30,6,0.58,3,207
1,68,40.73573,-73.98755,1,150,30,5,0.3,1,53
0,15,40.67432,-73.9391,1,60,133,12,0.71,2,1
1,28,40.76327,-73.96766,1,145,30,1,1.0,6,122
1,8,40.7841,-73.97468,1,125,30,5,0.34,4,220
1,28,40.77847,-73.95162,1,350,31,1,0.18,33,327
1,28,40.77742,-73.95149,1,300,31,1,0.16,33,248
1,28,40.77748,-73.9514,1,135,31,1,0.07,33,338
1,28,40.77915,-73.95041,1,225,31,0,0.0,33,326
1,28,40.77721,-73.94997,1,300,31,5,0.31,33,326
1,28,40.77712,-73.95176,1,250,31,0,0.0,33,345
1,28,40.77717,-73.95131,1,300,31,8,0.49,33,342
0,113,40.69727,-73.98552,1,97,31,8,0.59,2,138
0,20,40.72904,-73.95433,1,180,45,0,0.0,1,326
0,97,40.70312,-73.98416,1,130,30,3,0.24,1,339
0,22,40.65175,-73.96408,1,90,30,4,0.24,1,342
3,122,40.63012,-74.13512,1,50,31,0,0.0,3,1
1,53,40.71967,-73.99583,1,135,31,5,0.37,11,122
1,23,40.71172,-73.98864,2,33,100,2,0.18,4,320
1,8,40.79788,-73.96235,1,250,30,2,0.19,12,310
0,79,40.64279,-74.00515,1,70,30,10,0.62,3,183
2,81,40.74524,-73.8876,1,100,60,2,0.17,1,132
1,5,40.749,-73.97961,1,289,30,0,0.0,232,223
2,37,40.76105,-73.82317,1,85,30,4,0.31,15,232
0,20,40.71859,-73.95284,1,100,90,0,0.0,1,1
0,76,40.60859,-73.99331,1,200,30,19,1.17,2,179
0,12,40.71703,-73.96509,1,125,31,11,1.29,2,190
0,12,40.71225,-73.95757,0,68,28,5,0.53,1,258
1,1,40.76126,-73.97628,1,500,180,0,0.0,10,363
1,30,40.85265,-73.93247,0,35,20,1,0.11,2,267
1,1,40.75978,-73.97159,1,169,30,48,3.27,1,325
1,77,40.72197,-74.00633,1,8500,30,2,0.18,1,251
0,79,40.66289,-73.99815,0,80,21,0,0.0,1,1
1,28,40.76305,-73.96704,1,240,30,2,0.14,6,156
1,28,40.76483,-73.96675,1,225,30,1,0.09,6,240
1,9,40.71708,-73.99908,1,145,29,18,1.13,1,155
1,28,40.75988,-73.96115,1,100,30,5,0.34,8,229
1,26,40.74265,-73.98066,1,450,30,16,0.98,1,145
2,25,40.75325,-73.93538,1,135,30,0,0.0,2,159
0,21,40.68663,-73.91538,1,84,30,7,0.44,26,156
0,12,40.71044,-73.9583,0,65,25,6,0.42,2,1
1,5,40.74891,-73.97887,1,305,30,1,0.17,232,326
1,14,40.74161,-73.99435,1,250,30,3,0.19,10,338
1,11,40.73389,-74.00086,1,245,60,12,0.75,1,13
1,4,40.80373,-73.93594,0,53,21,2,0.46,2,61
1,2,40.82197,-73.94948,1,250,30,0,0.0,1,1
1,5,40.74681,-73.97911,1,140,300,0,0.0,1,331
0,3,40.68235,-73.96128,1,200,30,6,0.41,1,266
1,14,40.75102,-73.99841,1,500,30,2,0.12,1,179
1,8,40.78353,-73.97802,0,45,30,4,0.36,3,242
1,8,40.78299,-73.98318,1,150,31,1,0.07,8,332
0,16,40.6701,-73.98151,1,110,30,25,1.63,1,125
0,12,40.71412,-73.94447,1,95,45,1,0.06,1,1
0,6,40.69475,-73.9405,2,37,30,3,0.21,10,342
0,6,40.69312,-73.94073,2,32,31,4,0.28,10,341
1,43,40.70738,-74.00493,1,212,29,0,0.0,96,332
1,43,40.70753,-74.00514,1,205,29,1,0.07,96,338
1,43,40.70805,-74.00581,1,205,29,2,0.14,96,10
1,43,40.70656,-74.00499,1,215,29,0,0.0,96,343
0,22,40.64135,-73.96811,0,44,30,1,0.06,1,1
1,7,40.76027,-73.98831,1,99,30,55,3.5,1,63
1,43,40.70786,-74.00476,1,220,29,0,0.0,96,220
1,43,40.70791,-74.00445,1,227,29,0,0.0,96,267
1,1,40.75015,-73.98651,1,200,30,0,0.0,33,365
1,1,40.75132,-73.96926,1,159,30,0,0.0,33,364
1,8,40.79446,-73.96655,1,200,30,0,0.0,33,364
0,6,40.68271,-73.95141,1,99,30,0,0.0,3,341
4,88,40.89691,-73.85121,1,69,21,11,0.75,4,343
1,43,40.70659,-74.00426,1,210,29,0,0.0,96,365
1,43,40.70747,-74.00436,1,222,29,0,0.0,96,241
1,28,40.78315,-73.94768,1,100,30,0,0.0,8,320
1,43,40.70741,-74.00656,1,227,29,0,0.0,96,322
1,14,40.75068,-73.99811,1,172,30,6,0.5,1,195
1,28,40.7813,-73.94675,1,162,30,0,0.0,8,327
0,12,40.71865,-73.94951,0,125,30,13,0.86,6,255
0,20,40.72161,-73.94115,0,65,30,3,0.19,10,341
0,20,40.72104,-73.93985,2,35,30,3,0.19,10,365
2,37,40.76035,-73.82181,1,85,30,3,0.2,15,256
1,23,40.72051,-73.98357,1,110,30,54,3.4,5,193
1,27,40.71989,-74.00113,1,400,30,0,0.0,1,90
2,56,40.75941,-73.92498,1,105,30,25,2.54,5,235
1,2,40.8282,-73.94973,0,39,30,2,0.16,1,1
1,2,40.82381,-73.94582,0,45,30,1,0.1,8,318
1,71,40.76185,-73.9816,1,171,20,1,0.08,4,1
0,20,40.72177,-73.93995,0,65,30,2,0.13,10,341
1,43,40.70791,-74.00545,1,179,29,2,0.36,96,333
2,56,40.76021,-73.9167,0,45,30,5,0.56,1,101
1,43,40.70852,-74.0062,1,187,29,1,0.71,96,332
1,43,40.70648,-74.00499,1,179,29,0,0.0,96,333
1,43,40.70831,-74.00619,1,182,29,2,0.21,96,259
2,37,40.77244,-73.80061,0,40,30,1,0.11,3,342
2,37,40.77193,-73.79966,0,50,30,5,0.4,3,296
1,4,40.80016,-73.9383,1,199,21,14,0.91,1,1
0,20,40.72029,-73.94,0,65,30,1,0.3,10,341
1,28,40.77172,-73.95427,1,125,30,5,0.34,3,283
4,99,40.82434,-73.88705,0,44,20,0,0.0,2,1
1,101,40.70902,-74.01686,1,295,75,0,0.0,1,55
0,29,40.67617,-73.96636,1,158,30,2,0.2,3,5
3,185,40.64393,-74.09312,0,40,30,1,1.0,2,71
0,12,40.71168,-73.94058,0,70,20,26,2.15,1,1
0,21,40.69558,-73.92578,0,42,90,0,0.0,1,90
1,14,40.74648,-74.00266,0,89,30,30,2.73,1,105
0,15,40.67695,-73.95554,1,150,21,1,0.06,1,1
1,28,40.78124,-73.94988,1,250,50,0,0.0,1,1
1,26,40.74581,-73.9784,1,412,30,54,3.48,4,227
1,26,40.74481,-73.97879,1,412,30,69,4.45,4,234
2,31,40.74267,-73.90354,0,41,30,1,0.1,37,1
2,63,40.72385,-73.85124,1,69,30,0,0.0,1,99
1,43,40.70745,-74.01521,1,265,30,4,0.35,1,322
0,12,40.71032,-73.94806,1,199,30,15,1.03,2,55
1,64,40.72226,-73.99616,1,188,30,3,0.2,1,1
0,15,40.66749,-73.95556,1,70,45,1,0.09,1,2
1,28,40.77359,-73.94967,1,80,181,0,0.0,1,189
1,7,40.76179,-73.99989,1,142,20,4,0.3,1,1
1,71,40.75897,-73.98318,1,89,120,0,0.0,1,173
1,28,40.77456,-73.94602,1,145,28,2,0.23,1,278
0,12,40.71972,-73.94462,1,80,30,5,0.42,8,161
1,8,40.79446,-73.96651,1,195,30,3,0.21,10,311
1,30,40.84103,-73.94063,0,65,30,3,0.26,34,311
0,6,40.67791,-73.92879,1,103,30,42,2.91,2,139
1,26,40.74077,-73.97977,0,102,20,2,0.13,1,1
0,54,40.65185,-73.94555,0,45,45,5,0.38,2,155
1,43,40.70688,-74.00523,1,194,29,0,0.0,96,343
1,43,40.70615,-74.00752,1,105,30,1,0.16,1,233
0,6,40.68988,-73.95826,1,130,30,6,0.43,1,189
0,75,40.62313,-74.03114,0,47,28,0,0.0,1,31
1,8,40.80321,-73.9682,0,55,30,6,0.48,4,210
1,8,40.80222,-73.96763,0,65,30,1,0.07,4,216
1,8,40.80365,-73.96639,0,70,30,3,0.24,4,317
1,8,40.80324,-73.96816,0,65,30,1,1.0,4,211
1,8,40.78489,-73.982,1,90,90,0,0.0,8,1
1,18,40.87001,-73.92418,1,120,30,3,0.22,2,27
1,23,40.72192,-73.9928,1,150,30,3,0.24,9,310
1,1,40.75418,-73.9664,1,180,30,16,1.08,1,3
1,5,40.74922,-73.97744,1,120,30,1,0.09,1,47
1,18,40.86408,-73.92257,0,50,30,3,0.21,2,1
0,16,40.6757,-73.97473,1,180,60,0,0.0,1,1
1,28,40.75972,-73.96021,1,275,30,1,0.07,7,364
0,73,40.58765,-73.94881,2,37,30,0,0.0,3,84
0,84,40.68599,-73.87734,0,37,28,6,0.43,3,356
0,54,40.655,-73.92764,0,40,30,3,0.23,3,288
1,19,40.73399,-73.99002,1,245,30,1,0.12,87,357
0,20,40.72198,-73.94911,1,210,30,2,0.13,4,354
0,6,40.68869,-73.93449,0,35,20,1,0.08,1,1
0,76,40.61266,-73.98677,1,99,30,5,0.36,1,320
1,8,40.78382,-73.98235,1,135,30,0,0.0,8,290
0,6,40.68785,-73.93948,0,60,30,27,1.88,1,1
1,1,40.75393,-73.96612,1,125,30,5,0.34,91,304
1,1,40.75569,-73.96679,1,150,30,1,0.08,91,332
1,26,40.74471,-73.98027,1,125,30,4,0.32,91,346
1,5,40.74651,-73.97868,1,125,30,3,0.5,91,342
1,28,40.77458,-73.94769,1,185,30,0,0.0,13,161
1,8,40.78612,-73.97011,1,85,30,6,0.56,1,15
1,30,40.85081,-73.9368,1,150,30,0,0.0,2,339
1,43,40.70533,-74.00923,1,142,29,1,0.09,96,353
1,43,40.70551,-74.00839,1,225,29,0,0.0,96,1
1,77,40.71433,-74.01073,1,323,30,0,0.0,232,316
1,8,40.7826,-73.98228,1,100,31,0,0.0,8,50
1,14,40.74081,-73.99616,1,265,29,0,0.0,96,331
1,43,40.70561,-74.0086,1,145,29,4,0.42,96,341
1,14,40.7409,-73.99596,1,255,29,0,0.0,96,296
1,43,40.70563,-74.0078,1,209,29,3,0.26,96,328
1,43,40.70503,-74.00698,1,185,29,0,0.0,96,31
1,43,40.70544,-74.00641,1,222,29,0,0.0,96,333
1,43,40.70558,-74.00845,1,175,29,1,0.45,96,290
1,14,40.7423,-73.99603,1,255,29,0,0.0,96,345
1,23,40.71113,-73.9884,2,33,100,0,0.0,28,320
1,2,40.80322,-73.94488,2,65,30,0,0.0,1,342
1,23,40.71571,-73.98699,1,85,35,0,0.0,1,1
0,79,40.64499,-74.02437,0,100,30,0,0.0,1,365
1,26,40.74112,-73.98009,1,271,30,0,0.0,232,326
1,71,40.76205,-73.982,1,165,30,0,0.0,4,1
1,23,40.71152,-73.99166,0,59,30,4,0.34,1,52
3,163,40.54878,-74.13908,1,75,30,3,0.22,2,129
1,26,40.74425,-73.97754,1,150,30,0,0.0,23,363
1,26,40.74454,-73.97579,1,150,30,0,0.0,23,1
0,21,40.68608,-73.914,1,121,30,1,0.07,26,31
1,26,40.74233,-73.98031,0,75,30,3,0.29,26,345
1,30,40.84039,-73.93954,0,50,30,2,0.21,34,281
1,2,40.80874,-73.94167,1,300,30,3,0.27,4,1
1,1,40.75864,-73.97035,1,200,30,7,0.51,2,188
1,8,40.78245,-73.98355,1,125,30,0,0.0,8,283
1,43,40.70598,-74.00761,1,400,30,0,0.0,1,290
1,132,40.73082,-73.98023,1,150,35,2,0.16,1,83
1,7,40.76291,-73.99327,1,120,30,3,0.26,20,342
0,84,40.68593,-73.87793,0,35,28,9,0.63,3,312
0,6,40.69103,-73.9288,1,100,30,1,0.07,2,111
0,3,40.68458,-73.96805,1,89,365,1,0.09,2,1
1,43,40.70401,-74.00932,1,179,29,0,0.0,96,1
1,43,40.70518,-74.00994,1,182,29,2,0.24,96,347
1,8,40.79557,-73.97632,1,145,59,0,0.0,1,1
2,103,40.75503,-73.89607,1,109,60,0,0.0,1,365
1,5,40.75028,-73.97702,1,210,30,1,0.08,50,365
1,28,40.77882,-73.95054,1,86,27,2,0.19,1,154
1,14,40.7429,-73.9956,1,239,29,0,0.0,96,335
1,43,40.70571,-74.00833,1,182,29,1,0.57,96,333
0,6,40.68828,-73.92329,1,62,30,2,0.25,6,255
2,56,40.7645,-73.9238,1,120,30,5,0.37,1,5
1,53,40.71835,-73.99757,0,41,240,1,0.08,1,1
0,6,40.68923,-73.92682,0,50,30,4,0.37,2,21
0,24,40.66364,-73.94978,1,80,60,15,1.21,1,2
0,3,40.69538,-73.9701,1,180,30,0,0.0,1,1
0,6,40.69089,-73.94676,0,80,30,10,0.71,1,37
1,14,40.75164,-73.99727,1,120,30,2,0.21,1,1
0,21,40.70202,-73.92675,1,150,28,0,0.0,1,90
2,37,40.76025,-73.8221,1,115,30,1,1.0,15,291
1,5,40.74929,-73.97827,1,150,30,3,0.27,4,113
1,71,40.76093,-73.98192,1,170,20,1,0.07,4,1
1,77,40.71686,-74.00484,1,305,30,0,0.0,232,6
1,2,40.80875,-73.94238,1,160,31,48,3.44,4,117
1,2,40.80954,-73.94257,1,85,31,49,3.51,4,119
1,8,40.7936,-73.96642,1,180,30,0,0.0,33,364
1,14,40.7464,-73.99701,1,170,28,4,0.32,1,61
3,163,40.54639,-74.13706,1,180,30,9,0.79,2,130
1,26,40.74153,-73.9797,0,80,30,3,0.23,1,1
1,8,40.78371,-73.97358,0,105,20,5,0.39,2,64
1,8,40.78802,-73.96926,1,117,30,0,0.0,3,200
0,6,40.68061,-73.93642,1,189,30,24,1.82,1,99
1,30,40.84115,-73.94095,0,50,30,2,0.17,34,311
1,8,40.79629,-73.96523,1,225,59,0,0.0,1,358
1,28,40.77788,-73.96114,1,165,30,4,0.29,1,203
1,19,40.72718,-73.9843,1,128,30,7,0.5,1,142
1,19,40.73075,-73.98114,1,150,30,59,4.41,5,207
1,7,40.76243,-73.99316,1,120,30,4,0.35,20,342
1,45,40.80403,-73.96479,0,65,30,0,0.0,1,39
0,3,40.68432,-73.96026,1,186,30,2,0.16,21,342
0,24,40.65889,-73.95627,0,45,31,3,0.27,2,242
1,2,40.80371,-73.94991,1,130,30,3,0.22,1,200
0,6,40.6882,-73.95381,1,217,30,1,0.09,1,189
0,146,40.69823,-73.97357,1,150,21,0,0.0,2,365
2,62,40.58794,-73.81579,1,89,30,34,2.64,1,84
0,15,40.67589,-73.95525,0,41,20,1,0.08,1,1
1,1,40.75377,-73.96609,1,90,30,4,0.35,1,1
0,12,40.71901,-73.94978,0,85,30,7,0.53,6,337
1,43,40.7052,-74.00961,1,222,29,0,0.0,96,334
1,43,40.70493,-74.0065,1,219,29,0,0.0,96,282
1,43,40.70375,-74.00807,1,232,29,1,0.12,96,299
0,6,40.67997,-73.95052,1,88,30,4,0.38,1,126
1,43,40.70803,-74.00502,1,169,29,2,0.27,96,337
0,6,40.6811,-73.94541,1,65,30,2,0.21,6,269
1,1,40.76457,-73.97518,1,166,30,0,0.0,1,1
2,56,40.77182,-73.92867,0,38,30,1,0.08,18,310
0,111,40.64254,-73.99759,0,32,29,2,0.17,1,1
1,1,40.75439,-73.97339,1,175,30,6,0.91,1,22
1,8,40.78818,-73.97057,1,113,30,0,0.0,3,315
1,14,40.74098,-73.99744,1,140,29,2,0.15,1,334
0,6,40.69168,-73.95397,1,145,21,1,0.08,1,25
0,12,40.70959,-73.95477,0,60,20,4,0.32,1,66
0,6,40.6846,-73.93455,0,45,30,4,0.35,1,35
1,2,40.80693,-73.94831,1,200,28,35,2.72,1,50
1,52,40.72768,-73.99917,1,410,31,40,3.2,2,10
4,59,40.87901,-73.90155,0,45,30,1,0.09,2,193
0,6,40.68412,-73.94836,1,85,30,16,1.18,1,318
0,10,40.66736,-73.98546,0,48,60,0,0.0,1,342
1,1,40.75215,-73.97152,1,83,30,0,0.0,52,309
1,53,40.7197,-73.99747,0,70,28,26,1.99,3,147
1,11,40.73735,-74.0004,1,160,30,8,0.71,1,156
0,12,40.71413,-73.94467,0,73,21,0,0.0,1,1
1,43,40.70587,-74.00685,1,167,29,0,0.0,96,332
1,8,40.78105,-73.98151,1,125,30,2,0.18,1,67
1,1,40.75115,-73.98607,0,300,30,0,0.0,1,81
1,14,40.74222,-73.99444,1,250,29,1,0.09,96,220
1,43,40.70561,-74.00669,1,164,29,0,0.0,96,347
1,43,40.70335,-74.0086,1,229,29,0,0.0,96,220
1,5,40.74454,-73.97339,1,207,29,1,0.08,96,365
1,5,40.74386,-73.97327,1,180,29,1,0.09,96,342
0,3,40.68615,-73.96018,1,95,29,0,0.0,1,9
1,26,40.74483,-73.97956,1,125,30,2,0.44,91,346
1,8,40.78585,-73.97069,1,132,30,1,0.12,1,236
0,34,40.68494,-73.9885,0,1333,50,0,0.0,1,365
1,28,40.76375,-73.96667,1,165,30,1,1.0,6,337
1,4,40.78936,-73.94918,0,46,30,0,0.0,1,92
1,28,40.77637,-73.95151,1,149,30,25,2.01,1,1
1,5,40.74472,-73.97205,1,177,29,1,0.3,96,58
1,8,40.7982,-73.97063,1,150,30,0,0.0,1,310
0,3,40.68339,-73.9645,1,99,30,3,0.25,2,40
0,12,40.7157,-73.95353,1,200,30,4,0.35,1,101
1,5,40.74758,-73.97329,1,225,30,0,0.0,49,364
0,12,40.7128,-73.96244,1,135,60,0,0.0,1,263
1,43,40.70626,-74.00565,1,167,29,0,0.0,96,322
1,43,40.70724,-74.0051,1,164,29,0,0.0,96,326
1,2,40.81118,-73.94231,0,56,30,4,0.37,103,244
1,2,40.81207,-73.94359,0,52,30,2,0.18,103,184
0,22,40.65374,-73.96104,0,35,60,0,0.0,1,1
1,2,40.82375,-73.94426,0,43,30,1,0.58,8,310
1,28,40.77669,-73.95673,1,211,30,1,0.23,232,201
0,21,40.69907,-73.92348,0,150,30,0,0.0,1,1
0,6,40.69537,-73.95642,1,125,18,4,0.32,1,24
1,28,40.77655,-73.94651,0,55,21,2,0.25,1,131
1,1,40.76666,-73.98156,1,200,30,0,0.0,4,362
1,4,40.79322,-73.94038,0,34,30,3,0.26,103,207
1,2,40.81205,-73.94309,0,32,30,0,0.0,103,236
1,2,40.81098,-73.94278,0,52,30,1,0.09,103,237
0,96,40.68051,-74.00357,1,160,30,1,0.09,1,95
1,5,40.74388,-73.97193,1,184,29,1,0.26,96,347
1,5,40.74468,-73.97335,1,189,29,1,0.09,96,338
1,43,40.70447,-74.00847,1,169,29,0,0.0,96,170
1,5,40.75058,-73.97746,1,200,30,0,0.0,4,364
1,30,40.84089,-73.94109,0,65,30,1,0.14,34,311
2,56,40.76549,-73.9149,0,60,50,0,0.0,1,21
0,117,40.6294,-73.97004,1,115,354,0,0.0,1,179
1,28,40.77727,-73.94588,1,115,35,1,0.09,2,21
1,28,40.77045,-73.9568,1,125,30,6,0.59,16,339
1,52,40.73177,-73.99936,1,90,42,2,0.41,1,91
0,12,40.70826,-73.94421,0,62,29,70,5.38,2,64
1,28,40.76018,-73.9608,1,117,30,0,0.0,8,339
0,21,40.69208,-73.91775,1,110,30,0,0.0,2,221
1,8,40.80135,-73.96643,1,179,30,0,0.0,1,1
0,3,40.69369,-73.9629,0,50,20,1,0.41,1,72
0,6,40.69625,-73.93693,0,55,30,0,0.0,1,1
1,14,40.75233,-73.9941,1,259,30,0,0.0,87,357
0,6,40.68423,-73.9149,0,41,21,1,0.11,2,155
2,62,40.58536,-73.81726,1,75,30,1,0.11,1,363
1,26,40.74036,-73.97929,1,85,28,0,0.0,1,1
0,12,40.71424,-73.96182,0,75,20,4,0.52,2,95
1,2,40.81217,-73.94406,0,52,30,2,0.19,103,214
1,45,40.80395,-73.96311,1,113,45,0,0.0,1,87
0,10,40.66336,-73.9789,0,50,60,0,0.0,1,362
0,90,40.63554,-74.02421,0,35,28,7,0.55,1,264
1,18,40.86833,-73.92291,1,85,18,2,0.21,1,16
0,12,40.71033,-73.9647,0,100,28,20,1.62,1,309
1,5,40.74969,-73.9774,1,200,30,0,0.0,91,311
1,5,40.7512,-73.97738,1,175,30,2,0.38,91,241
1,7,40.76234,-73.98947,1,199,30,1,0.1,91,1
1,7,40.75544,-73.99721,0,64,30,5,0.55,47,365
2,46,40.70647,-73.79794,1,52,30,0,0.0,1,365
0,70,40.66761,-73.88693,0,38,30,2,0.19,3,342
2,63,40.71357,-73.85138,0,59,60,4,0.33,4,1
1,45,40.80485,-73.96534,0,1200,60,0,0.0,1,365
1,53,40.71829,-73.9978,1,174,30,0,0.0,1,89
0,6,40.69144,-73.93493,0,120,30,0,0.0,4,1
1,1,40.76039,-73.96504,1,139,30,1,0.09,1,1
1,43,40.70563,-74.01106,1,131,30,2,0.23,1,1
0,6,40.68716,-73.94601,1,250,30,0,0.0,3,196
1,5,40.74419,-73.97186,1,187,29,1,0.79,96,335
0,20,40.71997,-73.94021,2,35,30,0,0.0,10,343
0,20,40.72157,-73.94002,2,35,30,1,0.09,10,364
0,16,40.6735,-73.97606,0,50,31,0,0.0,1,340
2,39,40.735,-73.92038,0,34,30,2,0.18,103,251
0,12,40.71471,-73.94173,0,67,30,3,0.28,3,19
1,2,40.81889,-73.94269,0,40,21,0,0.0,1,67
0,22,40.6303,-73.96179,1,120,60,13,1.11,1,1
0,20,40.72166,-73.9399,2,36,30,0,0.0,10,311
0,20,40.72177,-73.94166,2,37,30,3,0.26,10,312
3,158,40.63402,-74.11375,0,40,33,1,1.0,2,337
0,6,40.6858,-73.94654,0,43,30,0,0.0,3,312
1,5,40.7503,-73.97605,1,200,30,0,0.0,50,365
1,5,40.74891,-73.97719,1,200,30,1,0.64,50,352
1,28,40.75954,-73.96022,1,250,30,0,0.0,10,89
1,7,40.75577,-73.99687,0,120,30,3,0.26,47,288
1,7,40.75561,-73.99543,0,55,30,3,0.92,47,345
1,5,40.74444,-73.97355,1,185,29,0,0.0,96,332
1,5,40.74417,-73.97206,1,189,29,0,0.0,96,316
1,43,40.70362,-74.00804,1,190,29,0,0.0,96,333
1,43,40.70569,-74.00929,1,190,29,0,0.0,96,284
1,43,40.70376,-74.00833,1,187,29,2,0.24,96,323
1,43,40.70506,-74.0079,1,185,29,1,0.11,96,220
1,14,40.74154,-73.99527,1,250,29,0,0.0,96,311
